X,Y
75.51107226011379,36.12025243139743
125.03864240135545,63.52818885593
72.2372718378511,25.18463677071117
122.45151440456158,42.33934882889584
39.077938550460274,35.49593204456424
137.80781000829444,56.02136377327944
57.996934139904894,23.72305362318514
99.03340377406283,42.53372463112014
55.92818945761921,43.979521299104064
18.527389476279332,18.17658634361671
92.51880095495198,45.484610742498006
19.834602278026924,17.358569182724985
38.42952381928134,37.826220553794954
71.98230288931926,29.161631335529407
126.6402748794263,46.323833503671196
89.12861661979747,39.332914369929554
135.8528407842936,62.664251952512636
77.1681162172964,52.75854051702179
6.492456349369657,17.912742947722972
24.577323611788003,18.65925525218534
43.43569697599861,22.333533760593212
77.62495343165376,46.22862895068525
141.2665654755471,58.072861436602
52.644088279008514,22.73099204236936
52.1659810797938,48.51728609403947
23.571274801910935,31.08916260876
149.74711139249007,72.74523137691723
48.35761298197961,29.138376610060124
80.50234236886142,40.21619457418136
39.983027085171905,35.57071084956028
16.595410704750396,26.769821797151046
127.59636029372861,59.535522474790326
143.75924318843983,68.2128997413256
55.36997101219168,20.60361914369635
87.81222525395492,45.10058730596095
95.26238336017663,45.12699656940069
140.5023956639751,73.74009897718923
137.41295433301394,55.093067186500406
23.85320838415945,19.888239629890332
40.863236372538374,26.10447264305491
114.37604930891173,56.31155283242427
10.12848439207304,19.12545380034845
106.98206367407973,58.09423383776279
74.87335820705547,61.027967481790185
0.3119248774755279,9.901122301713645
113.20795413840946,47.1963135634508
59.67601136092653,25.133404697369638
140.91230148301858,72.27851328026418
106.55068300937033,47.12446539188776
64.74272361474475,28.97018961792891
17.195012527497212,26.004934243476203
65.19610191650654,47.340780437142904
44.46467142900662,21.49812348056894
3.9577148362332504,21.14966829879005
103.03542980199366,53.882216126256075
77.68484641401216,30.182429392974264
5.933408552784552,4.329991976212291
125.1139517041805,73.03970171922242
52.471433258201635,37.43555099970845
64.37113047331441,32.26990271553199
142.67647932431956,64.2917206270611
72.39568816366261,58.11044893166279
63.50603835174301,27.936684611778784
89.00093318045472,44.09948906530985
62.898678646198455,18.82475238340581
2.391514692188912,12.690375317753013
11.92614222438413,18.78071937664261
2.0369353656713995,18.972107742314456
127.22433723367855,53.674867124268324
32.07592936856327,19.471995387580304
73.51075977306013,41.89849339721337
90.68524770278133,48.44979248528609
16.509780096779963,19.955587191886284
144.92958463005036,70.02758624230421
35.153302904796874,35.37552982291891
25.922719234380924,15.217562631553012
59.85116050426399,27.591257429171748
1.6147236375118612,10.240243317933004
142.58336295036906,52.053736257575736
69.54662428437797,40.54495178757386
109.00666744747609,41.422049435532614
143.1077554439684,63.11246651974631
128.25712157484529,56.58452142857706
26.625582831997963,34.291133620489695
31.68133116545226,32.17680068736354
2.3533204229532814,18.632279680588354
144.0812229220084,62.901748638410275
101.34818537433074,35.53825051252964
23.614473683614438,34.37942096929353
120.17454264267197,63.55715216024454
117.60492860475763,54.638069733740316
135.88522721984802,63.082305124033844
11.24726510444099,8.5956192435747
56.67933089759877,48.66969808376866
54.15240960863296,33.45893765279719
96.18092276582796,48.34692801203912
57.78938577923521,39.74534782090495
122.97400597576056,52.44893179691437
106.36533707707392,46.87537258314119
114.55581463444304,61.922174434723615
12.57382332314791,7.432162924883988
134.52217738653033,53.95707235890895
3.920298888936169,6.670005117043244
107.83006781804714,55.32017980538593
23.959248727634208,15.051968480875697
16.05422831642514,19.611098268103813
2.3417383769155755,12.839574106682917
118.29244867072147,53.84075347488436
14.476574819081927,18.55244579662145
27.748887557990614,15.152656002525639
54.57931602702819,43.779049658377545
80.36545358528907,42.508033988778635
81.60818937726101,59.763870805105135
138.1044795304811,54.69004626886384
111.13304821012076,54.95864270756219
143.3200643835058,61.05683921673993
138.98369493108186,55.29195309781947
69.04126195713935,37.57730727098618
47.13198054124783,32.96627134409681
131.58345401473616,52.04145153663177
53.34585343578964,34.919752604114514
141.31566839545073,62.038366158356204
136.34159493948803,66.35589956755044
26.37138313593463,22.410389265132594
73.66915499071342,26.271086315687164
17.910936944469686,20.98500077410602
77.75766961254612,33.51144891194606
115.6403545619438,65.0517651366155
35.26231180738114,35.439633245140456
35.3272151624384,31.74358663071445
137.15457615286923,62.693923763430874
84.02012918401043,35.52391469064614
58.61907817675978,29.940297813049092
119.57552847689503,45.54539328671513
58.04916382105207,27.069707098273234
40.75192381885992,21.562515451690558
44.65545584040482,23.907236311261293
83.77605983681434,35.144527077830155
98.76980801472565,54.39020782833369
97.56743776633016,43.23751440841381
33.00723664507801,42.95820880936709
36.03491025513299,25.0130178881183
74.3043265424079,26.051574134607993
108.1150653222359,52.49589149329184
65.24886517739638,38.78125241685566
67.05555679763017,43.16927121235591
14.81763421453307,12.343310035270665
138.91172587022484,50.690670866207036
43.90406306211165,27.034008731883976
69.83143624458874,31.846638828670038
