file_name,label
picture-00000.jpg,PASS_EITHER_SIDE
picture-00001.jpg,PASS_RIGHT_SIDE
picture-00003.jpg,PASS_EITHER_SIDE
picture-00004.jpg,PASS_RIGHT_SIDE
picture-00006.jpg,PASS_EITHER_SIDE
picture-00007.jpg,PASS_RIGHT_SIDE
picture-00008.jpg,GIVE_WAY
picture-00009.jpg,PASS_EITHER_SIDE
picture-00010.jpg,PASS_RIGHT_SIDE
picture-00013.jpg,PASS_RIGHT_SIDE
picture-00014.jpg,GIVE_WAY
picture-00015.jpg,PASS_RIGHT_SIDE
picture-00016.jpg,70_SIGN
picture-00017.jpg,70_SIGN
picture-00018.jpg,PRIORITY_ROAD
picture-00019.jpg,70_SIGN
picture-00020.jpg,70_SIGN
picture-00021.jpg,PRIORITY_ROAD
picture-00022.jpg,70_SIGN
picture-00023.jpg,PRIORITY_ROAD
picture-00024.jpg,70_SIGN
picture-00025.jpg,PRIORITY_ROAD
picture-00026.jpg,70_SIGN
picture-00027.jpg,PRIORITY_ROAD
picture-00028.jpg,90_SIGN
picture-00029.jpg,PRIORITY_ROAD
picture-00030.jpg,90_SIGN
picture-00031.jpg,PRIORITY_ROAD
picture-00032.jpg,90_SIGN
picture-00033.jpg,PRIORITY_ROAD
picture-00034.jpg,90_SIGN
picture-00035.jpg,PRIORITY_ROAD
picture-00039.jpg,OTHER
picture-00040.jpg,70_SIGN
picture-00042.jpg,70_SIGN
picture-00043.jpg,PRIORITY_ROAD
picture-00044.jpg,70_SIGN
picture-00045.jpg,PRIORITY_ROAD
picture-00046.jpg,PRIORITY_ROAD
picture-00047.jpg,OTHER
picture-00048.jpg,OTHER
picture-00051.jpg,70_SIGN
picture-00053.jpg,70_SIGN
picture-00054.jpg,70_SIGN
picture-00055.jpg,70_SIGN
picture-00056.jpg,70_SIGN
picture-00057.jpg,70_SIGN
picture-00058.jpg,70_SIGN
picture-00059.jpg,50_SIGN
picture-00060.jpg,50_SIGN
picture-00061.jpg,PEDESTRIAN_CROSSING
picture-00062.jpg,PASS_RIGHT_SIDE
picture-00064.jpg,PEDESTRIAN_CROSSING
picture-00065.jpg,PASS_RIGHT_SIDE
picture-00066.jpg,PEDESTRIAN_CROSSING
picture-00067.jpg,PASS_RIGHT_SIDE
picture-00068.jpg,PEDESTRIAN_CROSSING
picture-00069.jpg,PASS_RIGHT_SIDE
picture-00070.jpg,PEDESTRIAN_CROSSING
picture-00071.jpg,PASS_RIGHT_SIDE
picture-00072.jpg,OTHER
picture-00082.jpg,80_SIGN
picture-00083.jpg,PRIORITY_ROAD
picture-00084.jpg,80_SIGN
picture-00085.jpg,PRIORITY_ROAD
picture-00086.jpg,80_SIGN
picture-00087.jpg,PRIORITY_ROAD
picture-00088.jpg,OTHER
picture-00089.jpg,OTHER
picture-00090.jpg,OTHER
picture-00099.jpg,60_SIGN
picture-00101.jpg,60_SIGN
picture-00103.jpg,60_SIGN
picture-00104.jpg,60_SIGN
picture-00105.jpg,60_SIGN
picture-00106.jpg,60_SIGN
picture-00107.jpg,60_SIGN
picture-00108.jpg,PRIORITY_ROAD
picture-00109.jpg,60_SIGN
picture-00110.jpg,PRIORITY_ROAD
picture-00111.jpg,60_SIGN
picture-00112.jpg,PRIORITY_ROAD
picture-00113.jpg,60_SIGN
picture-00114.jpg,PRIORITY_ROAD
picture-00115.jpg,60_SIGN
picture-00116.jpg,PRIORITY_ROAD
picture-00117.jpg,50_SIGN
picture-00118.jpg,50_SIGN
picture-00119.jpg,OTHER
picture-00120.jpg,50_SIGN
picture-00121.jpg,OTHER
picture-00122.jpg,OTHER
picture-00123.jpg,50_SIGN
picture-00124.jpg,OTHER
picture-00125.jpg,50_SIGN
picture-00126.jpg,50_SIGN
picture-00127.jpg,OTHER
picture-00128.jpg,70_SIGN
picture-00130.jpg,OTHER
picture-00131.jpg,OTHER
picture-00132.jpg,OTHER
picture-00135.jpg,OTHER
picture-00138.jpg,OTHER
picture-00141.jpg,PEDESTRIAN_CROSSING
picture-00142.jpg,PEDESTRIAN_CROSSING
picture-00143.jpg,OTHER
picture-00149.jpg,OTHER
picture-00150.jpg,OTHER
picture-00152.jpg,PEDESTRIAN_CROSSING
picture-00153.jpg,PEDESTRIAN_CROSSING
picture-00155.jpg,PEDESTRIAN_CROSSING
picture-00157.jpg,PRIORITY_ROAD
picture-00160.jpg,PRIORITY_ROAD
picture-00165.jpg,PRIORITY_ROAD
picture-00166.jpg,PRIORITY_ROAD
picture-00167.jpg,50_SIGN
picture-00168.jpg,50_SIGN
picture-00169.jpg,50_SIGN
picture-00171.jpg,PASS_RIGHT_SIDE
picture-00175.jpg,PASS_RIGHT_SIDE
picture-00177.jpg,PEDESTRIAN_CROSSING
picture-00179.jpg,PASS_RIGHT_SIDE
picture-00180.jpg,PASS_RIGHT_SIDE
picture-00181.jpg,PEDESTRIAN_CROSSING
picture-00183.jpg,PASS_RIGHT_SIDE
picture-00184.jpg,PASS_RIGHT_SIDE
picture-00185.jpg,PEDESTRIAN_CROSSING
picture-00186.jpg,PEDESTRIAN_CROSSING
picture-00187.jpg,PASS_RIGHT_SIDE
picture-00188.jpg,PEDESTRIAN_CROSSING
picture-00190.jpg,PEDESTRIAN_CROSSING
picture-00191.jpg,PASS_RIGHT_SIDE
picture-00192.jpg,PEDESTRIAN_CROSSING
picture-00194.jpg,PEDESTRIAN_CROSSING
picture-00196.jpg,PEDESTRIAN_CROSSING
picture-00198.jpg,50_SIGN
picture-00199.jpg,PRIORITY_ROAD
picture-00200.jpg,50_SIGN
picture-00201.jpg,PRIORITY_ROAD
picture-00202.jpg,50_SIGN
picture-00203.jpg,PRIORITY_ROAD
picture-00204.jpg,PASS_RIGHT_SIDE
picture-00207.jpg,PASS_RIGHT_SIDE
picture-00216.jpg,PRIORITY_ROAD
picture-00219.jpg,PASS_RIGHT_SIDE
picture-00220.jpg,PRIORITY_ROAD
picture-00222.jpg,PASS_RIGHT_SIDE
picture-00223.jpg,PRIORITY_ROAD
picture-00226.jpg,PASS_RIGHT_SIDE
picture-00227.jpg,PRIORITY_ROAD
picture-00228.jpg,PASS_RIGHT_SIDE
picture-00229.jpg,PRIORITY_ROAD
picture-00231.jpg,PASS_RIGHT_SIDE
picture-00232.jpg,PASS_RIGHT_SIDE
picture-00233.jpg,PRIORITY_ROAD
picture-00234.jpg,PASS_RIGHT_SIDE
picture-00236.jpg,PASS_RIGHT_SIDE
picture-00242.jpg,PASS_RIGHT_SIDE
picture-00257.jpg,PEDESTRIAN_CROSSING
picture-00260.jpg,PEDESTRIAN_CROSSING
picture-00263.jpg,PEDESTRIAN_CROSSING
picture-00267.jpg,PEDESTRIAN_CROSSING
picture-00271.jpg,PEDESTRIAN_CROSSING
picture-00275.jpg,PEDESTRIAN_CROSSING
picture-00278.jpg,PEDESTRIAN_CROSSING
picture-00281.jpg,PEDESTRIAN_CROSSING
picture-00282.jpg,PASS_RIGHT_SIDE
picture-00283.jpg,PEDESTRIAN_CROSSING
picture-00284.jpg,PEDESTRIAN_CROSSING
picture-00285.jpg,PEDESTRIAN_CROSSING
picture-00286.jpg,PRIORITY_ROAD
picture-00287.jpg,PEDESTRIAN_CROSSING
picture-00288.jpg,PRIORITY_ROAD
picture-00301.jpg,PEDESTRIAN_CROSSING
picture-00302.jpg,PASS_RIGHT_SIDE
picture-00304.jpg,PEDESTRIAN_CROSSING
picture-00306.jpg,PEDESTRIAN_CROSSING
picture-00307.jpg,PEDESTRIAN_CROSSING
picture-00308.jpg,PASS_RIGHT_SIDE
picture-00309.jpg,PEDESTRIAN_CROSSING
picture-00310.jpg,PEDESTRIAN_CROSSING
picture-00312.jpg,PASS_RIGHT_SIDE
picture-00313.jpg,PEDESTRIAN_CROSSING
picture-00314.jpg,PEDESTRIAN_CROSSING
picture-00315.jpg,PEDESTRIAN_CROSSING
picture-00316.jpg,PASS_RIGHT_SIDE
picture-00317.jpg,PEDESTRIAN_CROSSING
picture-00318.jpg,PEDESTRIAN_CROSSING
picture-00319.jpg,PEDESTRIAN_CROSSING
picture-00320.jpg,PEDESTRIAN_CROSSING
picture-00321.jpg,PASS_RIGHT_SIDE
picture-00322.jpg,PEDESTRIAN_CROSSING
picture-00323.jpg,PEDESTRIAN_CROSSING
picture-00324.jpg,PEDESTRIAN_CROSSING
picture-00325.jpg,PEDESTRIAN_CROSSING
picture-00326.jpg,PRIORITY_ROAD
picture-00331.jpg,PRIORITY_ROAD
picture-00340.jpg,PEDESTRIAN_CROSSING
picture-00341.jpg,PEDESTRIAN_CROSSING
picture-00342.jpg,PEDESTRIAN_CROSSING
picture-00343.jpg,PASS_RIGHT_SIDE
picture-00344.jpg,PEDESTRIAN_CROSSING
picture-00345.jpg,PEDESTRIAN_CROSSING
picture-00346.jpg,PASS_RIGHT_SIDE
picture-00347.jpg,PEDESTRIAN_CROSSING
picture-00348.jpg,PEDESTRIAN_CROSSING
picture-00349.jpg,PEDESTRIAN_CROSSING
picture-00350.jpg,PEDESTRIAN_CROSSING
picture-00351.jpg,PASS_RIGHT_SIDE
picture-00352.jpg,PEDESTRIAN_CROSSING
picture-00353.jpg,PEDESTRIAN_CROSSING
picture-00354.jpg,PEDESTRIAN_CROSSING
picture-00355.jpg,PASS_RIGHT_SIDE
picture-00356.jpg,PEDESTRIAN_CROSSING
picture-00357.jpg,PEDESTRIAN_CROSSING
picture-00358.jpg,PEDESTRIAN_CROSSING
picture-00359.jpg,PEDESTRIAN_CROSSING
picture-00366.jpg,GIVE_WAY
picture-00368.jpg,GIVE_WAY
picture-00370.jpg,GIVE_WAY
picture-00372.jpg,GIVE_WAY
picture-00373.jpg,PRIORITY_ROAD
picture-00374.jpg,GIVE_WAY
picture-00375.jpg,PRIORITY_ROAD
picture-00376.jpg,GIVE_WAY
picture-00377.jpg,PRIORITY_ROAD
picture-00378.jpg,GIVE_WAY
picture-00379.jpg,PRIORITY_ROAD
picture-00410.jpg,GIVE_WAY
picture-00416.jpg,GIVE_WAY
picture-00418.jpg,PEDESTRIAN_CROSSING
picture-00420.jpg,GIVE_WAY
picture-00421.jpg,GIVE_WAY
picture-00422.jpg,OTHER
picture-00423.jpg,PEDESTRIAN_CROSSING
picture-00425.jpg,GIVE_WAY
picture-00426.jpg,GIVE_WAY
picture-00427.jpg,OTHER
picture-00428.jpg,PEDESTRIAN_CROSSING
picture-00429.jpg,PASS_RIGHT_SIDE
picture-00432.jpg,GIVE_WAY
picture-00433.jpg,GIVE_WAY
picture-00434.jpg,OTHER
picture-00435.jpg,PEDESTRIAN_CROSSING
picture-00436.jpg,PASS_RIGHT_SIDE
picture-00437.jpg,GIVE_WAY
picture-00438.jpg,GIVE_WAY
picture-00439.jpg,OTHER
picture-00440.jpg,PEDESTRIAN_CROSSING
picture-00441.jpg,PASS_RIGHT_SIDE
picture-00442.jpg,GIVE_WAY
picture-00443.jpg,GIVE_WAY
picture-00444.jpg,OTHER
picture-00445.jpg,PEDESTRIAN_CROSSING
picture-00446.jpg,PASS_RIGHT_SIDE
picture-00447.jpg,GIVE_WAY
picture-00448.jpg,OTHER
picture-00449.jpg,PEDESTRIAN_CROSSING
picture-00450.jpg,PASS_RIGHT_SIDE
picture-00451.jpg,GIVE_WAY
picture-00452.jpg,OTHER
picture-00453.jpg,PEDESTRIAN_CROSSING
picture-00454.jpg,PASS_RIGHT_SIDE
picture-00455.jpg,GIVE_WAY
picture-00456.jpg,OTHER
picture-00457.jpg,PEDESTRIAN_CROSSING
picture-00458.jpg,PASS_RIGHT_SIDE
picture-00459.jpg,GIVE_WAY
picture-00460.jpg,OTHER
picture-00461.jpg,PEDESTRIAN_CROSSING
picture-00462.jpg,PASS_RIGHT_SIDE
picture-00464.jpg,GIVE_WAY
picture-00465.jpg,OTHER
picture-00466.jpg,PEDESTRIAN_CROSSING
picture-00467.jpg,PASS_RIGHT_SIDE
picture-00469.jpg,GIVE_WAY
picture-00470.jpg,OTHER
picture-00474.jpg,OTHER
picture-00475.jpg,GIVE_WAY
picture-00476.jpg,OTHER
picture-00479.jpg,OTHER
picture-00480.jpg,GIVE_WAY
picture-00481.jpg,OTHER
picture-00482.jpg,30_SIGN
picture-00484.jpg,OTHER
picture-00485.jpg,30_SIGN
picture-00487.jpg,OTHER
picture-00488.jpg,30_SIGN
picture-00490.jpg,OTHER
picture-00491.jpg,30_SIGN
picture-00492.jpg,NO_PARKING
picture-00493.jpg,30_SIGN
picture-00494.jpg,NO_PARKING
picture-00495.jpg,30_SIGN
picture-00496.jpg,NO_PARKING
picture-00497.jpg,30_SIGN
picture-00498.jpg,NO_PARKING
picture-00499.jpg,30_SIGN
picture-00500.jpg,NO_PARKING
picture-00501.jpg,PEDESTRIAN_CROSSING
picture-00502.jpg,30_SIGN
picture-00503.jpg,NO_PARKING
picture-00504.jpg,PEDESTRIAN_CROSSING
picture-00505.jpg,30_SIGN
picture-00506.jpg,NO_PARKING
picture-00507.jpg,PEDESTRIAN_CROSSING
picture-00508.jpg,30_SIGN
picture-00509.jpg,NO_PARKING
picture-00510.jpg,PEDESTRIAN_CROSSING
picture-00511.jpg,NO_PARKING
picture-00512.jpg,PEDESTRIAN_CROSSING
picture-00513.jpg,PASS_RIGHT_SIDE
picture-00514.jpg,PASS_RIGHT_SIDE
picture-00518.jpg,PASS_RIGHT_SIDE
picture-00519.jpg,PASS_RIGHT_SIDE
picture-00520.jpg,NO_PARKING
picture-00523.jpg,PASS_RIGHT_SIDE
picture-00524.jpg,NO_PARKING
picture-00527.jpg,NO_PARKING
picture-00528.jpg,PASS_RIGHT_SIDE
picture-00531.jpg,PASS_RIGHT_SIDE
picture-00532.jpg,NO_PARKING
picture-00533.jpg,PEDESTRIAN_CROSSING
picture-00535.jpg,PEDESTRIAN_CROSSING
picture-00536.jpg,PASS_RIGHT_SIDE
picture-00537.jpg,NO_PARKING
picture-00538.jpg,PEDESTRIAN_CROSSING
picture-00539.jpg,PASS_RIGHT_SIDE
picture-00540.jpg,NO_PARKING
picture-00541.jpg,PEDESTRIAN_CROSSING
picture-00542.jpg,PASS_RIGHT_SIDE
picture-00543.jpg,NO_PARKING
picture-00544.jpg,PEDESTRIAN_CROSSING
picture-00545.jpg,PASS_RIGHT_SIDE
picture-00546.jpg,NO_PARKING
picture-00547.jpg,PASS_RIGHT_SIDE
picture-00548.jpg,NO_PARKING
picture-00549.jpg,PASS_RIGHT_SIDE
picture-00550.jpg,NO_PARKING
picture-00551.jpg,PASS_RIGHT_SIDE
picture-00552.jpg,NO_PARKING
picture-00553.jpg,PEDESTRIAN_CROSSING
picture-00554.jpg,PEDESTRIAN_CROSSING
picture-00556.jpg,PEDESTRIAN_CROSSING
picture-00557.jpg,PEDESTRIAN_CROSSING
picture-00558.jpg,NO_PARKING
picture-00559.jpg,PEDESTRIAN_CROSSING
picture-00560.jpg,PEDESTRIAN_CROSSING
picture-00561.jpg,NO_PARKING
picture-00562.jpg,PEDESTRIAN_CROSSING
picture-00563.jpg,NO_PARKING
picture-00564.jpg,PEDESTRIAN_CROSSING
picture-00565.jpg,NO_PARKING
picture-00567.jpg,NO_PARKING
picture-00568.jpg,NO_PARKING
picture-00569.jpg,OTHER
picture-00570.jpg,OTHER
picture-00575.jpg,OTHER
picture-00576.jpg,OTHER
picture-00581.jpg,OTHER
picture-00582.jpg,OTHER
picture-00583.jpg,GIVE_WAY
picture-00588.jpg,OTHER
picture-00589.jpg,OTHER
picture-00590.jpg,GIVE_WAY
picture-00591.jpg,OTHER
picture-00592.jpg,PEDESTRIAN_CROSSING
picture-00593.jpg,PEDESTRIAN_CROSSING
picture-00594.jpg,PEDESTRIAN_CROSSING
picture-00595.jpg,OTHER
picture-00596.jpg,OTHER
picture-00597.jpg,GIVE_WAY
picture-00598.jpg,OTHER
picture-00599.jpg,PEDESTRIAN_CROSSING
picture-00601.jpg,PEDESTRIAN_CROSSING
picture-00602.jpg,OTHER
picture-00603.jpg,GIVE_WAY
picture-00604.jpg,OTHER
picture-00605.jpg,PEDESTRIAN_CROSSING
picture-00607.jpg,PEDESTRIAN_CROSSING
picture-00608.jpg,GIVE_WAY
picture-00609.jpg,OTHER
