yellowness,symmetry,target
0.7794273070060073,0.2573052729095505,1.0
0.7770050070876928,0.015915402182814283,1.0
0.9770922527691576,0.3042096243077454,1.0
0.04303189802502183,0.14089929929107015,0.0
0.7604333695173195,0.19312296164768614,1.0
0.7960635810800942,0.040560244751117414,1.0
0.9033203869619392,0.17023548159610302,1.0
0.9811883772539896,0.09101582432325617,1.0
0.4071935432089721,0.4653792700432929,0.0
0.7909002201251322,0.2919751982926921,0.0
0.7446064016998059,0.05132770284718502,1.0
0.7042461158640657,0.1394273613653408,1.0
0.4865582205469459,0.09010119300570373,1.0
0.8701970321387309,0.08050272772245938,1.0
0.4879966442954461,0.07545720501665662,1.0
0.8060522484016319,0.18507663004084893,1.0
0.9600083993682372,0.21496313622485475,1.0
0.9130105188097779,0.1576653469122522,1.0
0.8514109343494871,0.05488048304574298,1.0
0.80168004228641,0.1389441554585827,1.0
0.4071895284437042,0.10781794199077822,0.0
0.8684690883624507,0.5559356108544342,0.0
0.9564287830591288,0.325816592762228,1.0
0.972409054450932,0.2631881391699117,1.0
0.6655250261997855,0.14504404473607513,1.0
0.8430752613377969,0.1301384748928893,1.0
0.0813001777395368,0.8512744986139124,0.0
0.65584896292129,0.06880296605891845,1.0
0.13861498256505236,0.07338945572324149,0.0
0.2130577449890896,0.4831839893266828,0.0
0.5977985194723768,0.06595108046497289,1.0
0.8818871835271361,0.2525564847184616,1.0
0.6332869896013681,0.6237308774101332,0.0
0.6200292279292292,0.05227918699700751,1.0
0.9728988650826462,0.055948254587649286,1.0
0.7796121679349788,0.1162423823145534,1.0
0.7142625623058267,0.05945246402756889,1.0
0.7462949234220196,0.21557408580850376,1.0
0.9825064946986178,0.19673338015244068,1.0
0.4874935466645536,0.9700897806389516,0.0
0.7783945672990552,0.09121032765466254,1.0
0.9727951417449234,0.3270392145911129,1.0
0.4313485459599545,0.8165332719298629,0.0
0.9172693784076624,0.2584211890330088,1.0
0.3343397987305785,0.7921084238503471,0.0
0.7639171298479235,0.7965128981349989,0.0
0.6368938539969135,0.11261854049189644,1.0
0.8178193322202296,0.0780854574695918,1.0
0.8971945924545096,0.08997768379308768,1.0
0.9488397943754839,0.1421896621460141,1.0
0.7938567991505594,0.2044133286173556,1.0
0.9591258337916276,0.08128804743907446,1.0
0.8774189958666698,0.7887484758303459,0.0
0.5562937981900863,0.7888485824694144,0.0
0.7632266972834254,0.25570254019339383,1.0
0.9430455378046,0.2579942706892662,1.0
0.6066997570390523,0.11646191579528087,1.0
0.2369331212855237,0.4028730403938258,0.0
0.049462597203163136,0.4263192815259336,0.0
0.5543488422387922,0.1505842629133555,0.0
0.5319690354959128,0.2206453907874537,0.0
0.8015559340069673,0.6619001033317751,0.0
0.7450064277247008,0.5309255622901283,0.0
0.9553740864181876,0.08475051353911844,1.0
0.8761564133557673,0.18353216838909592,1.0
0.7368926814010733,0.049457133855007385,1.0
0.6030489486642135,0.08364621446087282,1.0
0.5598306464935955,0.2822070406669021,0.0
0.7738814331733209,0.14236156813800138,1.0
0.7333837512014482,0.16240337105424366,1.0
0.9438566593654654,0.1426853124217261,1.0
0.9380742370442507,0.3475002829204953,1.0
0.3002519450424298,0.3974244221036847,0.0
0.855440386220784,0.1850814477427973,1.0
0.15167623580496936,0.6169888471761572,0.0
0.9687923782061748,0.22333638449326296,1.0
0.8548476289455564,0.24131518608969005,1.0
0.29486210280224984,0.4877252819061638,0.0
0.9969673022362796,0.11922951594324682,1.0
0.9574944521212482,0.13108863014848274,1.0
0.7275273569933466,0.12596662090785515,1.0
0.05028661776744703,0.9749368150656356,0.0
0.9830428240539459,0.1128798913907211,1.0
0.7004548137286737,0.1149787844460084,1.0
0.9714214162132698,0.08901375809491707,1.0
0.14230212741117507,0.6310187524755018,0.0
0.5821328241484108,0.11322368771119096,1.0
0.7797638635320377,0.006143054899176104,1.0
0.228219682814942,0.8305675123705567,0.0
0.984068669250669,0.013022585404061314,1.0
0.5525556821195424,0.09350582276292473,1.0
0.9156076167021134,0.12154663995228066,1.0
0.8517267625241295,0.4872184331152275,0.0
0.6125544546984687,0.05661896948925825,1.0
0.5537047026820914,0.1311370794799862,1.0
0.0699471654766156,0.8502685169412038,0.0
0.49997425224784703,0.1043756946714378,0.0
0.691958427048769,0.20289959551769127,1.0
0.681701152677474,0.11544530070043438,1.0
0.6384977370834491,0.11583157450510714,1.0
0.7442563411655144,0.4699499816435142,0.0
0.5510048027991059,0.5123502900293424,0.0
0.7274475795951035,0.03406672041322456,1.0
0.711413152954981,0.15142907372358547,1.0
0.8053405187013247,0.047162784099348036,1.0
0.5154909873888095,0.28680472066228435,0.0
0.36278536166047903,0.8348731822602004,0.0
0.8331675946327104,0.027131864535585474,1.0
0.8825669022831588,0.3237768228858279,1.0
0.4980898494723698,0.028618471514013862,1.0
0.9401499773339856,0.20452685674437632,1.0
0.8228721625230143,0.2824021468573529,1.0
0.8169184350944458,0.52931606330471,0.0
0.8432447490898719,0.14684715789944935,1.0
0.8404596968767526,0.4828860870982854,0.0
0.8313064325454605,0.2640731451050664,1.0
0.20039595926461606,0.5634920120926845,0.0
0.6441239720031959,0.13619571396527516,1.0
0.605673885500751,0.13523278242338474,1.0
0.8876686360704696,0.1944869799016068,1.0
0.8902786484112067,0.01912248666550187,1.0
0.7318261919793047,0.39854764845520735,0.0
0.6032680398630509,0.7524136749449449,0.0
0.8740914326529213,0.058520161968455886,1.0
0.22333980386695407,0.078756900861638,0.0
0.9363556932954104,0.20041539492730584,1.0
0.6498791909280031,0.0050711251688702035,1.0
0.6637903957608535,0.13020054600039746,1.0
0.4312743430032641,0.0320380649484584,1.0
0.12423826023511295,0.6176074151520434,0.0
0.4781526919395944,0.7200173760285569,0.0
0.9099789808382512,0.10720713004802583,1.0
0.8293021742280279,0.2416816696251273,1.0
0.8939856478834429,0.18658256468277226,1.0
0.5511027205362331,0.02196582087097876,1.0
0.7320753471389299,0.1597766093770089,1.0
0.37873821184376094,0.7365874950232616,0.0
0.4063376291040076,0.03627350343259095,1.0
0.8413173163586447,0.0014114983603240596,1.0
